OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-5894,2023-037BD,2026-01-02T19:52:42.000010,14.98309662,.0003191,70.0017,70.3787,270.7698,1.9859,0,C,55965,2,1,.10088E-2,.12035E-3,0,0.337,SpaceX-E
STARLINK-5905,2023-042A,2026-01-02T19:49:42.000038,15.02540727,.0001277,43.0039,54.3597,259.9124,280.2311,0,C,55986,2,1,-.7238E-3,-.98082E-4,0,0.352,SpaceX-E
STARLINK-5915,2023-042B,2026-01-02T19:50:42.000000,15.02534003,.0001379,43.0032,54.1185,266.3502,13.7152,0,C,55987,2,1,-.65008E-4,-.88097E-5,0,0.290,SpaceX-E
STARLINK-5916,2023-042C,2026-01-02T19:49:42.000038,15.02529051,.0001319,43.0036,53.8629,263.8315,126.7306,0,C,55988,2,1,-.58167E-3,-.78801E-4,0,0.365,SpaceX-E
STARLINK-5947,2023-042D,2026-01-02T19:48:41.999990,15.02589202,.0001229,43.0039,54.2189,265.7759,330.7113,0,C,55989,2,1,-.43292E-2,-.58665E-3,0,0.593,SpaceX-E
STARLINK-5946,2023-042E,2026-01-02T19:53:41.999971,15.02531341,.000132,43.0038,54.3004,268.4541,304.7491,0,C,55990,2,1,.21249E-3,.28797E-4,0,0.251,SpaceX-E
STARLINK-5948,2023-042F,2026-01-02T19:50:42.000000,15.02542485,.0001347,43.0038,54.0058,263.2062,64.9559,0,C,55991,2,1,-.85802E-3,-.11627E-3,0,0.350,SpaceX-E
STARLINK-5969,2023-042H,2026-01-02T19:50:42.000000,15.02531071,.0001347,43.0032,54.2498,265.7448,320.2243,0,C,55993,2,1,.21298E-3,.28864E-4,0,0.260,SpaceX-E
STARLINK-5956,2023-042J,2026-01-02T19:53:41.999971,15.02539682,.0001249,43.0036,54.0822,264.3901,38.9784,0,C,55994,2,1,-.32384E-3,-.43888E-4,0,0.322,SpaceX-E
STARLINK-5903,2023-042L,2026-01-02T19:54:42.000019,15.02539403,.0001401,43.0037,53.9090,260.1149,119.1415,0,C,55996,2,1,-.2856E-3,-.38706E-4,0,0.320,SpaceX-E
STARLINK-5902,2023-042N,2026-01-02T19:46:41.999981,15.02540778,.0001429,43.0038,53.8797,260.0663,113.1544,0,C,55998,2,1,-.70431E-3,-.95441E-4,0,0.333,SpaceX-E
STARLINK-5901,2023-042P,2026-01-02T19:52:42.000010,15.02529267,.0001319,43.0036,53.9556,268.2931,85.4220,0,C,55999,2,1,.17783E-3,.24098E-4,0,0.262,SpaceX-E
STARLINK-5910,2023-042Q,2026-01-02T19:46:41.999981,15.02532529,.0001367,43.0035,53.7173,269.7478,169.5824,0,C,56000,2,1,.59096E-4,.80086E-5,0,0.262,SpaceX-E
STARLINK-5944,2023-042R,2026-01-02T19:46:41.999981,15.02593131,.0001304,43.0033,53.8302,266.5549,124.6776,0,C,56001,2,1,-.16659E-2,-.22598E-3,0,0.592,SpaceX-E
STARLINK-5799,2023-042S,2026-01-02T19:56:42.000029,15.02541838,.0000974,43.0035,53.7230,264.3965,194.5205,0,C,56002,2,1,-.62543E-3,-.84757E-4,0,0.270,SpaceX-E
STARLINK-5789,2023-042T,2026-01-02T19:51:41.999962,15.02541994,.0001416,43.0034,53.9010,261.2646,112.7291,0,C,56003,2,1,-.85804E-3,-.11627E-3,0,0.350,SpaceX-E
STARLINK-5787,2023-042U,2026-01-02T19:46:41.999981,15.02534016,.0001308,43.0034,53.6743,262.2491,195.1186,0,C,56004,2,1,-.26696E-3,-.36175E-4,0,0.290,SpaceX-E
STARLINK-5801,2023-042V,2026-01-02T19:49:42.000038,15.02516099,.0001437,43.0039,53.7954,265.1852,149.4360,0,C,56005,2,1,.46381E-3,.62836E-4,0,0.243,SpaceX-E
STARLINK-5794,2023-042W,2026-01-02T19:45:42.000019,15.02527949,.0000993,43.0035,53.6192,280.7611,196.8928,0,C,56006,2,1,.31247E-3,.42344E-4,0,0.248,SpaceX-E
STARLINK-5806,2023-042X,2026-01-02T19:45:42.000019,15.02540066,.0001557,43.0035,53.6642,264.6773,194.9400,0,C,56007,2,1,-.54853E-3,-.74335E-4,0,0.331,SpaceX-E
STARLINK-5803,2023-042Y,2026-01-02T19:48:41.999990,15.02537535,.0001299,43.0037,54.2700,264.8059,301.6455,0,C,56008,2,1,-.4279E-3,-.57986E-4,0,0.333,SpaceX-E
STARLINK-5964,2023-042Z,2026-01-02T19:49:42.000038,15.02539866,.0001486,43.0039,53.6234,263.1390,223.5478,0,C,56009,2,1,-.3971E-3,-.53816E-4,0,0.350,SpaceX-E
STARLINK-5968,2023-042AA,2026-01-02T19:49:42.000038,15.02537626,.0001366,43.0032,53.5583,262.1980,248.5308,0,C,56010,2,1,-.41275E-3,-.55933E-4,0,0.321,SpaceX-E
STARLINK-5936,2023-042AB,2026-01-02T19:50:42.000000,15.02530693,.0001106,43.0039,41.3868,272.1865,252.2935,0,C,56011,2,1,.28383E-3,.38465E-4,0,0.251,SpaceX-E
STARLINK-5940,2023-042AC,2026-01-02T19:48:41.999990,15.02542994,.0001347,43.0034,41.4626,260.7126,226.1783,0,C,56012,2,1,-.22535E-3,-.30545E-4,0,0.292,SpaceX-E
STARLINK-5941,2023-042AD,2026-01-02T19:46:41.999981,15.02546294,.0001356,43.0032,53.5269,260.0487,257.4222,0,C,56013,2,1,-.92068E-3,-.12477E-3,0,0.378,SpaceX-E
STARLINK-5942,2023-042AE,2026-01-02T19:46:41.999981,15.02539117,.0001322,43.0037,41.3811,265.2809,250.1597,0,C,56014,2,1,-.13017E-3,-.17642E-4,0,0.306,SpaceX-E
STARLINK-5939,2023-042AF,2026-01-02T19:53:41.999971,15.02518605,.000116,43.0037,41.4030,272.9202,250.8530,0,C,56015,2,1,.51368E-3,.69598E-4,0,0.235,SpaceX-E
STARLINK-5943,2023-042AG,2026-01-02T19:55:41.999981,15.02533708,.0001373,43.0038,41.1333,271.8925,7.5567,0,C,56016,2,1,-.17095E-4,-.23167E-5,0,0.271,SpaceX-E
STARLINK-5934,2023-042AH,2026-01-02T19:51:41.999962,15.02545978,.0001378,43.0038,41.2938,275.8938,288.5310,0,C,56017,2,1,-.30335E-2,-.41079E-3,0,0.754,SpaceX-E
STARLINK-5945,2023-042AJ,2026-01-02T19:45:42.000019,15.02538692,.0001406,43.0037,41.1854,264.9335,330.9017,0,C,56018,2,1,-.15912E-3,-.21566E-4,0,0.324,SpaceX-E
STARLINK-5949,2023-042AK,2026-01-02T19:49:42.000038,15.02540376,.0001294,43.0037,41.3441,262.7284,276.0141,0,C,56019,2,1,-.20047E-3,-.2717E-4,0,0.284,SpaceX-E
STARLINK-5912,2023-042AL,2026-01-02T19:49:42.000038,15.02526464,.0001255,43.0041,41.2159,272.2840,320.5643,0,C,56020,2,1,.23488E-3,.31827E-4,0,0.247,SpaceX-E
STARLINK-5907,2023-042AM,2026-01-02T19:52:42.000010,15.02546969,.0001316,43.0036,41.2453,268.9526,317.1160,0,C,56021,2,1,-.35368E-3,-.47942E-4,0,0.303,SpaceX-E
STARLINK-5783,2023-042AN,2026-01-02T19:52:42.000010,15.02534862,.0001362,43.0038,41.0287,262.8071,53.4626,0,C,56022,2,1,-.14643E-3,-.19844E-4,0,0.298,SpaceX-E
STARLINK-5771,2023-042AP,2026-01-02T19:46:41.999981,15.02530114,.0001347,43.0033,41.1204,265.9955,357.6413,0,C,56023,2,1,.90242E-4,.12229E-4,0,0.257,SpaceX-E
STARLINK-5772,2023-042AQ,2026-01-02T19:54:42.000019,15.02541264,.0001076,43.0033,40.8896,263.0293,114.8445,0,C,56024,2,1,-.38109E-3,-.51648E-4,0,0.331,SpaceX-E
STARLINK-5766,2023-042AR,2026-01-02T19:53:41.999971,15.02535336,.0001289,43.0034,41.4467,263.5502,236.1625,0,C,56025,2,1,-.35066E-4,-.47522E-5,0,0.281,SpaceX-E
STARLINK-5770,2023-042AS,2026-01-02T19:51:41.999962,15.02532145,.0001288,43.0040,41.0191,264.3260,54.1921,0,C,56026,2,1,.2639E-3,.35766E-4,0,0.264,SpaceX-E
STARLINK-5777,2023-042AT,2026-01-02T19:45:42.000019,15.02542371,.0001488,43.0036,41.0828,266.9791,10.9349,0,C,56027,2,1,-.5723E-3,-.7756E-4,0,0.359,SpaceX-E
STARLINK-5779,2023-042AU,2026-01-02T19:56:42.000029,15.02536983,.0001328,43.0039,40.8264,266.2249,143.2264,0,C,56028,2,1,-.31913E-3,-.43246E-4,0,0.340,SpaceX-E
STARLINK-5774,2023-042AV,2026-01-02T19:52:42.000010,15.02549297,.0001322,43.0038,40.9709,260.8771,79.4195,0,C,56029,2,1,-.92481E-3,-.12534E-3,0,0.279,SpaceX-E
STARLINK-5781,2023-042AW,2026-01-02T19:47:42.000029,15.02538542,.000128,43.0033,40.8154,258.7508,134.8882,0,C,56030,2,1,-.45355E-3,-.61463E-4,0,0.344,SpaceX-E
STARLINK-5785,2023-042AX,2026-01-02T19:51:41.999962,15.02538798,.0001357,43.0035,40.8862,257.1709,115.4395,0,C,56031,2,1,-.44848E-3,-.60776E-4,0,0.339,SpaceX-E
STARLINK-5786,2023-042AY,2026-01-02T19:52:42.000010,15.02471669,.0001459,43.0033,40.6803,259.6483,200.8874,0,C,56032,2,1,.16025E-2,.21694E-3,0,0.596,SpaceX-E
STARLINK-5782,2023-042BA,2026-01-02T19:49:42.000038,15.02537901,.0001351,43.0032,40.6760,261.1630,194.0971,0,C,56034,2,1,-.44581E-3,-.60413E-4,0,0.349,SpaceX-E
STARLINK-5792,2023-042BB,2026-01-02T19:56:42.000029,15.02539224,.0001256,43.0033,40.7519,266.4274,173.0585,0,C,56035,2,1,-.3061E-3,-.41485E-4,0,0.307,SpaceX-E
STARLINK-5790,2023-042BC,2026-01-02T19:50:42.000000,15.02550598,.0001252,43.0034,40.7147,265.0416,175.9119,0,C,56036,2,1,-.6541E-3,-.88662E-4,0,0.360,SpaceX-E
STARLINK-5758,2023-042BD,2026-01-02T19:51:41.999962,15.02527616,.0001319,43.0035,27.9329,262.3772,66.8201,0,C,56037,2,1,.13339E-3,.18074E-4,0,0.303,SpaceX-E
STARLINK-5793,2023-042BE,2026-01-02T19:53:41.999971,15.02535768,.0001287,43.0036,40.6349,262.3453,219.9701,0,C,56038,2,1,-.272E-3,-.36859E-4,0,0.294,SpaceX-E
STARLINK-5795,2023-042BF,2026-01-02T19:48:41.999990,15.02541387,.0001282,43.0036,27.8852,265.9530,75.9892,0,C,56039,2,1,-.48501E-3,-.6573E-4,0,0.276,SpaceX-E
STARLINK-5798,2023-042BG,2026-01-02T19:54:42.000019,15.02531151,.0001384,43.0038,27.8299,253.0785,123.4628,0,C,56040,2,1,.95399E-4,.12928E-4,0,0.301,SpaceX-E
STARLINK-5800,2023-042BH,2026-01-02T19:49:42.000038,15.02531123,.0001396,43.0039,27.8232,258.6819,111.0841,0,C,56041,2,1,.84117E-5,.11399E-5,0,0.308,SpaceX-E
STARLINK-6109,2023-046B,2026-01-02T19:53:41.999971,15.02511496,.0001449,43.0015,157.0571,256.7141,46.6682,0,C,56094,2,1,.67661E-3,.91662E-4,0,0.254,SpaceX-E
STARLINK-6090,2023-046C,2026-01-02T19:49:42.000038,15.02547588,.0001465,43.0013,157.1598,264.8385,347.3226,0,C,56095,2,1,-.65732E-3,-.89092E-4,0,0.329,SpaceX-E
STARLINK-6089,2023-046D,2026-01-02T19:52:42.000010,15.02542830,.0001488,43.0013,157.0331,264.2190,47.3075,0,C,56096,2,1,-.18192E-3,-.24658E-4,0,0.311,SpaceX-E
STARLINK-6077,2023-046E,2026-01-02T19:49:42.000038,15.02525960,.0001223,43.0031,104.9870,269.1669,31.5750,0,C,56097,2,1,.77448E-3,.10496E-3,0,0.238,SpaceX-E
STARLINK-6088,2023-046F,2026-01-02T19:44:41.999971,15.02545115,.0001485,43.0017,157.1360,265.0379,346.3582,0,C,56098,2,1,-.56384E-3,-.76419E-4,0,0.324,SpaceX-E
STARLINK-6076,2023-046H,2026-01-02T19:54:42.000019,15.02529263,.0001438,43.0015,156.8980,261.9118,111.2072,0,C,56100,2,1,.65275E-3,.88471E-4,0,0.268,SpaceX-E
STARLINK-6095,2023-046J,2026-01-02T19:47:42.000029,15.02525181,.0002103,43.0012,156.9108,261.1335,91.7366,0,C,56101,2,1,.4079E-3,.55275E-4,0,0.251,SpaceX-E
STARLINK-6075,2023-046K,2026-01-02T19:48:41.999990,15.02532058,.000148,43.0009,156.8316,257.7529,128.9815,0,C,56102,2,1,-.64054E-3,-.86783E-4,0,0.344,SpaceX-E
STARLINK-6096,2023-046L,2026-01-02T19:52:42.000010,15.02587476,.0001511,43.0017,156.8450,278.3149,111.3971,0,C,56103,2,1,-.36444E-2,-.49394E-3,0,0.517,SpaceX-E
STARLINK-6062,2023-046M,2026-01-02T19:46:41.999981,15.02538332,.0001427,43.0016,156.8819,263.1726,97.9157,0,C,56104,2,1,.73421E-4,.99515E-5,0,0.293,SpaceX-E
STARLINK-6066,2023-046N,2026-01-02T19:48:41.999990,15.02541566,.0001387,43.0013,156.7018,260.5716,180.1858,0,C,56105,2,1,-.35679E-3,-.48356E-4,0,0.310,SpaceX-E
STARLINK-6030,2023-046Q,2026-01-02T19:48:41.999990,15.02530912,.0001378,43.0013,156.6276,268.8821,201.9388,0,C,56107,2,1,.47359E-3,.64187E-4,0,0.253,SpaceX-E
STARLINK-6081,2023-046R,2026-01-02T19:51:41.999962,15.02532426,.0001333,43.0011,156.8048,273.2716,130.7083,0,C,56108,2,1,.43701E-4,.59223E-5,0,0.252,SpaceX-E
STARLINK-6083,2023-046S,2026-01-02T19:51:41.999962,15.02526369,.00015,43.0013,156.6613,272.1184,191.8956,0,C,56109,2,1,.66646E-3,.90322E-4,0,0.267,SpaceX-E
STARLINK-6082,2023-046T,2026-01-02T19:52:42.000010,15.02531262,.0001402,43.0013,156.7317,270.2636,167.5109,0,C,56110,2,1,.5045E-3,.68378E-4,0,0.252,SpaceX-E
STARLINK-6084,2023-046U,2026-01-02T19:51:41.999962,15.02551253,.0001403,43.0010,156.4714,263.7344,278.4616,0,C,56111,2,1,-.89579E-3,-.12142E-3,0,0.358,SpaceX-E
STARLINK-6080,2023-046V,2026-01-02T19:48:41.999990,15.02554688,.0001384,43.0013,156.5553,264.1560,236.7031,0,C,56112,2,1,-.11008E-2,-.1492E-3,0,0.373,SpaceX-E
STARLINK-6113,2023-046W,2026-01-02T19:52:42.000010,15.02546622,.0001395,43.0012,156.4142,261.7939,308.2106,0,C,56113,2,1,-.6462E-3,-.87583E-4,0,0.338,SpaceX-E
STARLINK-6101,2023-046Y,2026-01-02T19:48:41.999990,15.02544047,.0001382,43.0010,156.3706,264.8002,314.1923,0,C,56115,2,1,-.32606E-3,-.44195E-4,0,0.318,SpaceX-E
STARLINK-6114,2023-046Z,2026-01-02T19:45:42.000019,15.02531960,.0001263,43.0012,156.5270,268.0153,239.4934,0,C,56116,2,1,.67241E-3,.91142E-4,0,0.265,SpaceX-E
STARLINK-6107,2023-046AA,2026-01-02T19:54:42.000019,15.02553616,.0001434,43.0018,144.0801,263.2961,42.3219,0,C,56117,2,1,-.10366E-2,-.1405E-3,0,0.373,SpaceX-E
STARLINK-6091,2023-046AC,2026-01-02T19:52:42.000010,15.02553452,.0001522,43.0015,144.2140,265.3009,338.7049,0,C,56119,2,1,-.10488E-2,-.14216E-3,0,0.372,SpaceX-E
STARLINK-6079,2023-046AD,2026-01-02T19:45:42.000019,15.02524858,.0001361,43.0019,144.3446,285.8159,249.6692,0,C,56120,2,1,.14633E-2,.19836E-3,0,0.399,SpaceX-E
STARLINK-6092,2023-046AE,2026-01-02T19:49:42.000038,15.02536466,.0001381,43.0015,144.2678,270.4479,304.2601,0,C,56121,2,1,-.2591E-4,-.35115E-5,0,0.301,SpaceX-E
STARLINK-6094,2023-046AF,2026-01-02T19:45:42.000019,15.02539644,.0001473,43.0010,156.4517,266.3808,271.2818,0,C,56122,2,1,-.12625E-3,-.17111E-4,0,0.293,SpaceX-E
STARLINK-6115,2023-046AG,2026-01-02T19:49:42.000038,15.02548915,.0001495,43.0016,144.1114,264.8616,15.9498,0,C,56123,2,1,-.77326E-3,-.10481E-3,0,0.356,SpaceX-E
STARLINK-6126,2023-046AH,2026-01-02T19:52:42.000010,15.02535186,.0001406,43.0015,144.2693,263.8514,316.1271,0,C,56124,2,1,.27582E-4,.3738E-5,0,0.297,SpaceX-E
STARLINK-6119,2023-046AJ,2026-01-02T19:51:41.999962,15.02571116,.0001342,43.0019,144.1460,269.2398,1.0282,0,C,56125,2,1,-.1647E-2,-.22329E-3,0,0.401,SpaceX-E
STARLINK-6124,2023-046AK,2026-01-02T19:46:41.999981,15.02526040,.0001278,43.0015,144.0735,270.2462,17.3522,0,C,56126,2,1,.62339E-3,.84484E-4,0,0.251,SpaceX-E
STARLINK-6104,2023-046AL,2026-01-02T19:52:42.000010,15.02540069,.0001548,43.0017,143.9521,267.6113,84.5684,0,C,56127,2,1,.59579E-3,.80772E-4,0,0.253,SpaceX-E
STARLINK-6122,2023-046AM,2026-01-02T19:51:41.999962,15.02527115,.0001365,43.0016,144.1705,266.1656,352.1500,0,C,56128,2,1,.51364E-3,.69609E-4,0,0.248,SpaceX-E
STARLINK-6121,2023-046AN,2026-01-02T19:48:41.999990,15.02496136,.0001352,43.0031,92.1324,259.7116,53.8751,0,C,56129,2,1,.76711E-3,.10388E-3,0,0.238,SpaceX-E
STARLINK-6117,2023-046AP,2026-01-02T19:50:42.000000,15.02555955,.0001552,43.0014,144.0201,273.1578,47.4912,0,C,56130,2,1,.94993E-3,.12885E-3,0,0.294,SpaceX-E
STARLINK-6120,2023-046AQ,2026-01-02T19:44:41.999971,15.02540299,.0001297,43.0017,143.8514,272.3459,103.7569,0,C,56131,2,1,.70322E-3,.95341E-4,0,0.264,SpaceX-E
STARLINK-6071,2023-046AR,2026-01-02T19:50:42.000000,15.02551920,.0001406,43.0012,143.9727,263.3317,75.3393,0,C,56132,2,1,-.10013E-2,-.13571E-3,0,0.365,SpaceX-E
STARLINK-5566,2023-046AS,2026-01-02T19:49:42.000038,15.02546467,.0001262,43.0017,143.7006,265.5047,183.6084,0,C,56133,2,1,-.62029E-3,-.84071E-4,0,0.334,SpaceX-E
STARLINK-5564,2023-046AT,2026-01-02T19:52:42.000010,15.02529340,.000102,43.0014,143.9235,268.9574,95.2883,0,C,56134,2,1,.4382E-3,.59386E-4,0,0.238,SpaceX-E
STARLINK-5489,2023-046AV,2026-01-02T19:50:42.000000,15.02541008,.0001204,43.0017,143.8765,277.9156,102.8082,0,C,56136,2,1,.50403E-3,.68332E-4,0,0.249,SpaceX-E
STARLINK-5090,2023-046AW,2026-01-02T19:58:42.000038,15.02488095,.0001467,43.0019,143.5542,267.7852,263.2334,0,C,56137,2,1,.17529E-2,.23742E-3,0,0.257,SpaceX-E
STARLINK-4774,2023-046AX,2026-01-02T19:59:42.000000,15.02520174,.0001413,43.0014,143.7541,265.1856,185.4315,0,C,56138,2,1,.6923E-3,.9381E-4,0,0.263,SpaceX-E
STARLINK-5375,2023-046AZ,2026-01-02T19:47:42.000029,15.02543177,.0001459,43.0014,143.7694,259.5548,157.9816,0,C,56140,2,1,-.35557E-3,-.48193E-4,0,0.310,SpaceX-E
STARLINK-5377,2023-046BA,2026-01-02T19:50:42.000000,15.02522086,.0001401,43.0018,143.5681,265.6686,241.3390,0,C,56141,2,1,.56698E-3,.76829E-4,0,0.254,SpaceX-E
STARLINK-5376,2023-046BB,2026-01-02T19:55:41.999981,15.02529429,.0001316,43.0018,143.6932,270.4683,195.2123,0,C,56142,2,1,.62809E-3,.85128E-4,0,0.258,SpaceX-E
STARLINK-5016,2023-046BC,2026-01-02T19:56:42.000029,15.02540187,.0001474,43.0019,143.4774,261.1807,298.4161,0,C,56143,2,1,-.25165E-3,-.34107E-4,0,0.312,SpaceX-E
STARLINK-5374,2023-046BD,2026-01-02T19:53:41.999971,15.02525016,.0001441,43.0014,143.6593,262.3898,213.7736,0,C,56144,2,1,.68859E-3,.93319E-4,0,0.263,SpaceX-E
STARLINK-5111,2023-046BF,2026-01-02T19:51:41.999962,15.02519882,.0001454,43.0015,143.5204,269.7256,259.1429,0,C,56146,2,1,-.1178E-3,-.15958E-4,0,0.303,SpaceX-E
STARLINK-5140,2023-046BG,2026-01-02T19:49:42.000038,15.02530495,.0001152,43.0029,105.6162,265.6305,124.6302,0,C,56147,2,1,.79069E-3,.10717E-3,0,0.240,SpaceX-E
STARLINK-5089,2023-046BH,2026-01-02T19:48:41.999990,15.02435938,.0001478,43.0031,105.6653,279.0584,89.3887,0,C,56148,2,1,.6081E-2,.82374E-3,0,0.637,SpaceX-E
STARLINK-30107,2023-056B,2026-01-02T19:43:42.000010,15.27568762,.0001515,43.0003,203.1370,267.5839,139.1241,0,C,56287,2,1,.33354E-3,.92085E-4,0,0.273,SpaceX-E
STARLINK-30106,2023-056C,2026-01-02T19:40:42.000038,15.02533523,.0001338,43.0006,207.9475,261.0320,269.8070,0,C,56288,2,1,.20365E-3,.276E-4,0,0.288,SpaceX-E
STARLINK-30095,2023-056D,2026-01-02T19:40:42.000038,15.02533678,.0001627,43.0006,182.1845,262.6240,103.2515,0,C,56289,2,1,-.13947E-3,-.189E-4,0,0.285,SpaceX-E
STARLINK-30103,2023-056E,2026-01-02T19:49:42.000038,15.02552746,.0001322,43.0008,207.8729,253.3552,329.2818,0,C,56290,2,1,-.2008E-3,-.27224E-4,0,0.328,SpaceX-E
STARLINK-30113,2023-056F,2026-01-02T19:48:41.999990,15.02536427,.0001244,43.0008,207.9538,259.9550,282.9392,0,C,56291,2,1,-.64049E-4,-.86803E-5,0,0.293,SpaceX-E
STARLINK-30098,2023-056G,2026-01-02T19:41:42.000000,15.02510847,.0001475,43.0009,207.8500,270.1159,300.5809,0,C,56292,2,1,.67501E-3,.91444E-4,0,0.260,SpaceX-E
STARLINK-30090,2023-056H,2026-01-02T19:41:42.000000,15.02537164,.0001218,43.0010,208.6097,258.9159,347.1937,0,C,56293,2,1,-.71535E-4,-.9695E-5,0,0.315,SpaceX-E
STARLINK-30049,2023-056J,2026-01-02T19:41:42.000000,15.02526323,.000134,43.0010,208.5084,265.0619,359.1252,0,C,56294,2,1,.40512E-3,.54899E-4,0,0.255,SpaceX-E
STARLINK-30083,2023-056K,2026-01-02T19:43:42.000010,15.02524330,.0001405,43.0009,182.3288,266.2378,38.7907,0,C,56295,2,1,.72832E-3,.98702E-4,0,0.264,SpaceX-E
STARLINK-30089,2023-056L,2026-01-02T19:41:42.000000,15.02573783,.0001451,43.0008,169.3033,270.3681,25.7468,0,C,56296,2,1,-.18833E-2,-.25532E-3,0,0.444,SpaceX-E
STARLINK-30086,2023-056M,2026-01-02T19:46:41.999981,15.02531259,.0001303,43.0007,208.2292,267.2210,123.9670,0,C,56297,2,1,.61518E-4,.83365E-5,0,0.271,SpaceX-E
STARLINK-30109,2023-056N,2026-01-02T19:50:42.000000,15.02512252,.0001303,43.0010,208.3035,269.1147,101.0542,0,C,56298,2,1,.71773E-3,.97236E-4,0,0.264,SpaceX-E
STARLINK-30108,2023-056P,2026-01-02T19:46:41.999981,15.02548476,.0001222,43.0006,195.7550,265.1247,268.2393,0,C,56299,2,1,-.34598E-3,-.46899E-4,0,0.327,SpaceX-E
STARLINK-30104,2023-056Q,2026-01-02T19:45:42.000019,15.02531953,.0001372,43.0008,207.8013,266.0368,337.7040,0,C,56300,2,1,-.2833E-4,-.38391E-5,0,0.251,SpaceX-E
STARLINK-30101,2023-056R,2026-01-02T19:45:42.000019,15.02527247,.0001283,43.0008,208.1703,264.5242,176.9147,0,C,56301,2,1,.68009E-3,.92172E-4,0,0.262,SpaceX-E
STARLINK-30111,2023-056S,2026-01-02T19:46:41.999981,15.02533875,.000129,43.0006,208.0141,263.4765,217.8598,0,C,56302,2,1,.3488E-3,.47275E-4,0,0.255,SpaceX-E
STARLINK-30099,2023-056U,2026-01-02T19:48:41.999990,15.02524165,.000153,43.0006,207.9521,260.6025,246.1793,0,C,56304,2,1,.65346E-3,.88555E-4,0,0.261,SpaceX-E
STARLINK-30094,2023-056V,2026-01-02T19:47:42.000029,15.02533341,.000116,43.0008,207.9031,264.8073,256.3726,0,C,56305,2,1,-.40321E-4,-.54641E-5,0,0.244,SpaceX-E
STARLINK-30112,2023-056W,2026-01-02T19:48:41.999990,15.02558170,.0001538,43.0006,208.0484,229.5191,241.4178,0,C,56306,2,1,-.28207E-2,-.38213E-3,0,0.432,SpaceX-E
STARLINK-6038,2023-058A,2026-01-02T19:51:41.999962,15.05636939,.0002205,97.6050,6.2979,89.1977,25.2993,0,C,56317,2,1,.57957E-3,.83455E-4,0,0.332,SpaceX-E
STARLINK-5954,2023-058B,2026-01-02T19:47:42.000029,15.05642306,.0001986,97.6038,6.3579,90.2787,159.1457,0,C,56318,2,1,.15891E-3,.22882E-4,0,0.343,SpaceX-E
STARLINK-6039,2023-058C,2026-01-02T19:47:42.000029,15.01258033,.0001414,97.6057,5.6627,90.6187,300.9373,0,C,56319,2,1,.19511E-3,.25012E-4,0,0.351,SpaceX-E
STARLINK-5988,2023-058D,2026-01-02T19:50:42.000000,15.01247478,.0001528,97.6064,5.6453,120.6449,250.8532,0,C,56320,2,1,.63166E-3,.80964E-4,0,0.340,SpaceX-E
STARLINK-5876,2023-058E,2026-01-02T19:50:42.000000,15.05647039,.0002321,97.6048,6.3354,90.5059,110.2079,0,C,56321,2,1,-.83714E-4,-.12055E-4,0,0.347,SpaceX-E
STARLINK-6033,2023-058F,2026-01-02T19:46:41.999981,15.01256547,.0001672,97.6062,5.6495,86.6483,281.1597,0,C,56322,2,1,.1928E-3,.24715E-4,0,0.334,SpaceX-E
STARLINK-6035,2023-058G,2026-01-02T19:51:41.999962,15.01258976,.0002041,97.6047,5.6762,87.2201,339.3455,0,C,56323,2,1,.84981E-4,.10894E-4,0,0.349,SpaceX-E
STARLINK-6034,2023-058H,2026-01-02T19:45:42.000019,15.05645702,.0001743,97.6033,6.3628,92.0887,164.7276,0,C,56324,2,1,.53174E-3,.76584E-4,0,0.342,SpaceX-E
STARLINK-5981,2023-058J,2026-01-02T19:44:41.999971,15.01257749,.000352,97.6035,5.6899,62.6756,17.6486,0,C,56325,2,1,.91723E-4,.11759E-4,0,0.326,SpaceX-E
STARLINK-5980,2023-058K,2026-01-02T19:51:41.999962,15.01183211,.0001929,97.6051,5.6700,99.4211,315.8217,0,C,56326,2,1,.27384E-2,.35066E-3,0,0.546,SpaceX-E
STARLINK-5997,2023-058L,2026-01-02T19:46:41.999981,15.01257349,.0002923,97.6034,5.7028,44.2595,72.2523,0,C,56327,2,1,.11093E-3,.14221E-4,0,0.322,SpaceX-E
STARLINK-5992,2023-058M,2026-01-02T19:54:42.000019,15.05641656,.0001841,97.6047,6.2881,91.2482,4.5419,0,C,56328,2,1,.15405E-3,.22181E-4,0,0.332,SpaceX-E
STARLINK-5984,2023-058N,2026-01-02T19:51:41.999962,15.05644966,.0002582,97.6048,6.3173,91.3318,68.1569,0,C,56329,2,1,-.28542E-4,-.41099E-5,0,0.325,SpaceX-E
STARLINK-5991,2023-058Q,2026-01-02T19:48:41.999990,15.01273321,.000322,97.6034,5.7085,60.5098,74.8228,0,C,56331,2,1,-.95928E-3,-.12299E-3,0,0.333,SpaceX-E
