OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-32390,2024-191K,2026-01-02T18:54:41.999990,15.27556388,.0001721,43.0011,166.8965,272.8266,140.5067,0,C,61630,2,1,.10861E-3,.2997E-4,0,0.422,SpaceX-E
STARLINK-32348,2024-191L,2026-01-02T19:01:41.999981,15.27569743,.0001405,43.0005,170.2111,261.5963,230.6864,0,C,61631,2,1,-.1045E-3,-.2884E-4,0,0.447,SpaceX-E
STARLINK-32455,2024-191M,2026-01-02T18:54:41.999990,15.27555198,.0001616,43.0018,170.4442,273.5134,107.1128,0,C,61632,2,1,.11662E-3,.32178E-4,0,0.413,SpaceX-E
STARLINK-32396,2024-191N,2026-01-02T18:58:42.000010,15.27567370,.0001534,43.0011,170.2756,271.8260,187.7569,0,C,61633,2,1,-.11382E-3,-.3141E-4,0,0.366,SpaceX-E
STARLINK-32355,2024-191P,2026-01-02T18:54:41.999990,15.27558663,.000164,43.0015,170.4766,272.6005,93.8709,0,C,61634,2,1,-.51556E-5,-.14226E-5,0,0.448,SpaceX-E
STARLINK-32370,2024-191Q,2026-01-02T18:54:41.999990,15.27559569,.000159,42.9994,166.3679,271.6466,0.9886,0,C,61635,2,1,.12683E-3,.35002E-4,0,0.345,SpaceX-E
STARLINK-32405,2024-191R,2026-01-02T18:58:42.000010,15.27566790,.0001836,43.0009,170.5084,264.3920,96.1461,0,C,61636,2,1,.29139E-4,.80425E-5,0,0.369,SpaceX-E
STARLINK-32419,2024-191S,2026-01-02T18:57:41.999962,15.27555305,.0001721,43.0016,166.8348,276.6524,169.3822,0,C,61637,2,1,.11417E-3,.31502E-4,0,0.433,SpaceX-E
STARLINK-32320,2024-191T,2026-01-02T18:59:41.999971,15.27567522,.0001843,43.0001,170.5538,275.9967,67.1084,0,C,61638,2,1,.38481E-3,.10624E-3,0,0.295,SpaceX-E
STARLINK-32341,2024-191U,2026-01-02T18:57:41.999962,15.27552767,.0001493,43.0013,166.7325,278.6403,209.8463,0,C,61639,2,1,.17711E-3,.48867E-4,0,0.418,SpaceX-E
STARLINK-32339,2024-191V,2026-01-02T19:03:41.999990,15.27551196,.0001496,42.9994,166.2813,260.5899,67.7762,0,C,61640,2,1,-.90173E-4,-.24873E-4,0,0.535,SpaceX-E
STARLINK-32327,2024-191W,2026-01-02T18:58:42.000010,15.27535592,.0001615,42.9987,166.4877,262.5499,328.8066,0,C,61641,2,1,.70433E-3,.19432E-3,0,0.253,SpaceX-E
STARLINK-32264,2024-191X,2026-01-02T19:03:41.999990,15.27568861,.0001496,43.0015,170.3573,270.4385,165.7794,0,C,61642,2,1,.40222E-3,.11105E-3,0,0.297,SpaceX-E
STARLINK-32337,2024-191Y,2026-01-02T18:59:41.999971,15.27560453,.0001456,42.9996,166.5873,270.8048,281.9229,0,C,61643,2,1,-.49232E-4,-.13584E-4,0,0.373,SpaceX-E
STARLINK-32238,2024-193A,2026-01-02T18:59:41.999971,15.30184205,.0001192,53.1577,37.2934,87.1064,308.1608,0,C,61661,2,1,.25633E-3,.76055E-4,0,0.321,SpaceX-E
STARLINK-32310,2024-193B,2026-01-02T18:35:42.000029,15.30183889,.0001203,53.1595,37.1536,90.5756,323.3401,0,C,61662,2,1,.39012E-3,.11576E-3,0,0.304,SpaceX-E
STARLINK-32308,2024-193C,2026-01-02T18:56:42.000000,15.30184915,.0001384,53.1598,36.8081,86.4725,187.4245,0,C,61663,2,1,.29643E-3,.87958E-4,0,0.334,SpaceX-E
STARLINK-32301,2024-193D,2026-01-02T18:57:41.999962,15.30177462,.000135,53.1579,37.3807,94.4223,252.4699,0,C,61664,2,1,.57438E-3,.17044E-3,0,0.378,SpaceX-E
STARLINK-32439,2024-193E,2026-01-02T19:00:42.000019,15.30189577,.0001392,53.1587,37.4246,91.8357,237.4680,0,C,61665,2,1,-.75305E-5,-.22342E-5,0,0.283,SpaceX-E
STARLINK-32428,2024-193F,2026-01-02T19:01:41.999981,15.30189946,.0001373,53.1601,36.9411,84.6410,132.7783,0,C,61666,2,1,.16461E-3,.48845E-4,0,0.326,SpaceX-E
STARLINK-32414,2024-193G,2026-01-02T18:56:42.000000,15.30193333,.0001255,53.1579,37.3141,89.3632,288.6107,0,C,61667,2,1,-.7784E-4,-.23095E-4,0,0.329,SpaceX-E
STARLINK-32441,2024-193H,2026-01-02T19:01:41.999981,15.30175082,.0001305,53.1585,37.2064,87.7321,355.9086,0,C,61668,2,1,.54124E-3,.16059E-3,0,0.370,SpaceX-E
STARLINK-32400,2024-193J,2026-01-02T18:53:42.000029,15.30188318,.0001145,53.1593,34.9021,86.9580,67.8552,0,C,61669,2,1,.24612E-3,.73034E-4,0,0.323,SpaceX-E
STARLINK-32449,2024-193K,2026-01-02T19:01:41.999981,15.30254115,.0001453,53.1588,37.1371,76.6137,41.9516,0,C,61670,2,1,-.25466E-2,-.75529E-3,0,0.759,SpaceX-E
STARLINK-32453,2024-193L,2026-01-02T18:56:42.000000,15.30189687,.000127,53.1598,37.0150,87.2926,81.9020,0,C,61671,2,1,.24258E-3,.71986E-4,0,0.340,SpaceX-E
STARLINK-32443,2024-193M,2026-01-02T18:54:41.999990,15.30185041,.0001271,53.1600,36.9982,86.0640,87.1103,0,C,61672,2,1,.23846E-3,.70753E-4,0,0.390,SpaceX-E
STARLINK-32417,2024-193N,2026-01-02T18:56:42.000000,15.30190275,.0001319,53.1603,36.9457,88.3604,115.7445,0,C,61673,2,1,.46142E-4,.1369E-4,0,0.422,SpaceX-E
STARLINK-32326,2024-193P,2026-01-02T18:56:42.000000,15.30246607,.0001286,53.1603,36.9216,98.0502,117.7218,0,C,61674,2,1,-.24523E-2,-.72722E-3,0,0.992,SpaceX-E
STARLINK-32294,2024-193Q,2026-01-02T18:58:42.000010,15.30189401,.0001375,53.1602,36.8808,85.2242,155.6111,0,C,61675,2,1,.10203E-3,.30273E-4,0,0.413,SpaceX-E
STARLINK-32309,2024-193R,2026-01-02T18:59:41.999971,15.30185632,.0001497,53.1595,36.7620,88.5714,214.2594,0,C,61676,2,1,.29735E-3,.88234E-4,0,0.326,SpaceX-E
STARLINK-32323,2024-193S,2026-01-02T18:57:41.999962,15.30189273,.0001622,53.1598,36.8387,82.4715,177.8040,0,C,61677,2,1,.12664E-3,.37578E-4,0,0.365,SpaceX-E
STARLINK-32363,2024-193T,2026-01-02T19:03:41.999990,15.30186900,.0001417,53.1596,36.7717,87.2553,219.2543,0,C,61678,2,1,.20875E-3,.61941E-4,0,0.324,SpaceX-E
STARLINK-32395,2024-193U,2026-01-02T18:55:42.000038,15.30190920,.0001316,53.1588,37.4503,87.4518,216.8968,0,C,61679,2,1,.16584E-4,.49207E-5,0,0.301,SpaceX-E
STARLINK-32412,2024-193V,2026-01-02T19:00:42.000019,15.30185017,.0001328,53.1580,37.3518,91.4747,272.7237,0,C,61680,2,1,.35969E-3,.10673E-3,0,0.380,SpaceX-E
STARLINK-32426,2024-193W,2026-01-02T18:55:42.000038,15.30188710,.0001334,53.1584,37.4145,85.8771,235.9219,0,C,61681,2,1,.12324E-3,.36568E-4,0,0.316,SpaceX-E
STARLINK-32429,2024-193X,2026-01-02T18:54:41.999990,15.30186449,.0001284,53.1599,36.8631,85.4258,151.7399,0,C,61682,2,1,.27401E-3,.81308E-4,0,0.334,SpaceX-E
STARLINK-11335 [DTC],2024-195A,2026-01-02T19:51:41.999962,15.69697891,.0001299,53.1565,351.2919,86.2440,302.3432,0,C,61687,2,1,.1071E-3,.13003E-3,0,0.579,SpaceX-E
STARLINK-11344 [DTC],2024-195B,2026-01-02T19:42:41.999962,15.69695330,.0001238,53.1566,351.2654,76.0880,304.9064,0,C,61688,2,1,.11336E-3,.13762E-3,0,0.594,SpaceX-E
STARLINK-11312 [DTC],2024-195C,2026-01-02T19:49:42.000038,15.69706592,.0001222,53.1567,351.1841,79.1228,357.0869,0,C,61689,2,1,.34899E-4,.42369E-4,0,0.527,SpaceX-E
STARLINK-11340 [DTC],2024-195D,2026-01-02T19:52:42.000010,15.69689078,.000117,53.1568,351.1168,71.8510,43.8900,0,C,61690,2,1,.15831E-3,.19218E-3,0,0.690,SpaceX-E
STARLINK-11339 [DTC],2024-195E,2026-01-02T19:43:42.000010,15.69674425,.0001162,53.1564,351.0334,81.0317,54.8491,0,C,61691,2,1,.27036E-3,.32819E-3,0,0.621,SpaceX-E
STARLINK-11315 [DTC],2024-195F,2026-01-02T19:43:42.000010,15.69713940,.0001152,53.1566,351.0906,80.6708,27.4456,0,C,61692,2,1,-.16007E-4,-.19434E-4,0,0.575,SpaceX-E
STARLINK-11366 [DTC],2024-195G,2026-01-02T19:43:42.000010,15.69706255,.0001121,53.1567,350.9774,79.2483,84.3549,0,C,61693,2,1,.13746E-4,.16687E-4,0,0.676,SpaceX-E
STARLINK-11348 [DTC],2024-195H,2026-01-02T19:45:42.000019,15.69707914,.0001239,53.1566,350.9135,76.0328,123.1536,0,C,61694,2,1,.92201E-6,.11192E-5,0,0.534,SpaceX-E
STARLINK-11327 [DTC],2024-195J,2026-01-02T19:43:42.000010,15.69697826,.0001282,53.1568,350.8629,85.0756,134.0029,0,C,61695,2,1,.91807E-4,.11145E-3,0,0.405,SpaceX-E
STARLINK-11341 [DTC],2024-195K,2026-01-02T19:43:42.000010,15.69703850,.0001126,53.1569,350.8057,80.7036,166.1035,0,C,61696,2,1,.62519E-4,.75903E-4,0,0.428,SpaceX-E
STARLINK-11346 [DTC],2024-195L,2026-01-02T19:44:41.999971,15.69706457,.0001161,53.1573,350.7453,69.9806,208.4886,0,C,61697,2,1,.36214E-4,.43966E-4,0,0.576,SpaceX-E
STARLINK-11296 [DTC],2024-195N,2026-01-02T19:43:42.000010,15.69682192,.0001113,53.1566,350.6357,92.7931,237.2468,0,C,61699,2,1,.18545E-3,.22508E-3,0,0.511,SpaceX-E
STARLINK-32349,2024-195P,2026-01-02T18:54:41.999990,15.30176301,.0001241,53.1589,101.5411,88.1043,162.2196,0,C,61700,2,1,.46371E-3,.13758E-3,0,0.363,SpaceX-E
STARLINK-32461,2024-195Q,2026-01-02T19:00:42.000019,15.30175516,.0001125,53.1597,101.4170,91.0450,234.5942,0,C,61701,2,1,.3974E-3,.11789E-3,0,0.308,SpaceX-E
STARLINK-32299,2024-195R,2026-01-02T18:58:42.000010,15.30185495,.0001177,53.1588,101.2743,76.7688,316.8206,0,C,61702,2,1,.14856E-3,.44075E-4,0,0.355,SpaceX-E
STARLINK-32335,2024-195S,2026-01-02T19:01:41.999981,15.30359729,.0001423,53.1586,101.1940,63.4933,17.4183,0,C,61703,2,1,.2157E-2,.64462E-3,0,0.250,SpaceX-E
STARLINK-32387,2024-195T,2026-01-02T19:01:41.999981,15.30152683,.0001473,53.1575,101.0356,90.6282,70.7883,0,C,61704,2,1,.12051E-2,.35752E-3,0,0.295,SpaceX-E
STARLINK-32515,2024-195U,2026-01-02T18:55:42.000038,15.30164460,.0001061,53.1574,101.7543,100.9321,42.7137,0,C,61705,2,1,.77388E-3,.22958E-3,0,0.343,SpaceX-E
STARLINK-32533,2024-195V,2026-01-02T19:00:42.000019,15.30192083,.0001301,53.1574,101.0623,82.2623,63.6447,0,C,61706,2,1,.27945E-3,.82935E-4,0,0.365,SpaceX-E
STARLINK-32376,2024-196A,2026-01-02T18:56:42.000000,15.30189619,.000108,53.1581,47.1178,84.1552,201.5202,0,C,61707,2,1,.15205E-3,.45118E-4,0,0.367,SpaceX-E
STARLINK-32402,2024-196B,2026-01-02T19:00:42.000019,15.30187553,.0001304,53.1591,47.4122,88.2787,55.6615,0,C,61708,2,1,.17878E-3,.53046E-4,0,0.294,SpaceX-E
STARLINK-32314,2024-196C,2026-01-02T19:02:42.000029,15.30183956,.0001235,53.1578,47.2425,83.9367,149.0934,0,C,61709,2,1,.37184E-3,.11034E-3,0,0.361,SpaceX-E
STARLINK-32404,2024-196D,2026-01-02T18:59:41.999971,15.30187583,.000139,53.1599,47.6471,87.2169,296.5588,0,C,61710,2,1,.28051E-3,.8324E-4,0,0.402,SpaceX-E
STARLINK-32312,2024-196E,2026-01-02T18:59:41.999971,15.30184518,.0001143,53.1580,47.1711,84.3307,177.9357,0,C,61711,2,1,.34211E-3,.10151E-3,0,0.377,SpaceX-E
STARLINK-32343,2024-196F,2026-01-02T18:59:41.999971,15.30177103,.0001589,53.1601,47.5319,90.3139,351.6367,0,C,61712,2,1,.55903E-3,.16588E-3,0,0.317,SpaceX-E
STARLINK-32467,2024-196G,2026-01-02T18:58:42.000010,15.30179397,.0001336,53.1587,47.7760,93.1204,222.8711,0,C,61713,2,1,.36509E-3,.10832E-3,0,0.275,SpaceX-E
STARLINK-32440,2024-196H,2026-01-02T18:56:42.000000,15.30177839,.0001217,53.1595,47.4699,89.0707,16.2986,0,C,61714,2,1,.54866E-3,.1628E-3,0,0.351,SpaceX-E
STARLINK-32459,2024-196J,2026-01-02T18:55:42.000038,15.30181792,.0001231,53.1583,47.3343,86.1111,85.2268,0,C,61715,2,1,.45065E-3,.13372E-3,0,0.353,SpaceX-E
STARLINK-32465,2024-196K,2026-01-02T19:00:42.000019,15.30178569,.0001363,53.1593,47.7119,83.5475,269.1638,0,C,61716,2,1,.49321E-3,.14635E-3,0,0.283,SpaceX-E
STARLINK-32457,2024-196L,2026-01-02T19:04:42.000038,15.30183300,.000122,53.1579,47.2696,84.5143,138.7227,0,C,61717,2,1,.30152E-3,.89464E-4,0,0.321,SpaceX-E
STARLINK-32591,2024-196M,2026-01-02T19:00:42.000019,15.30187690,.0001339,53.1579,34.7555,90.3306,329.4480,0,C,61718,2,1,.2439E-3,.72375E-4,0,0.372,SpaceX-E
STARLINK-32344,2024-196N,2026-01-02T18:57:41.999962,15.30173858,.0001261,53.1600,47.6166,92.7541,300.8246,0,C,61719,2,1,.74584E-3,.22132E-3,0,0.350,SpaceX-E
STARLINK-32322,2024-196P,2026-01-02T18:55:42.000038,15.30192494,.0001238,53.1590,47.7616,84.5691,231.5541,0,C,61720,2,1,.29084E-4,.86297E-5,0,0.262,SpaceX-E
STARLINK-32469,2024-196Q,2026-01-02T19:01:41.999981,15.30191282,.0001263,53.1578,47.2100,90.0662,156.5887,0,C,61721,2,1,.74947E-4,.22238E-4,0,0.346,SpaceX-E
STARLINK-32438,2024-196R,2026-01-02T18:59:41.999971,15.30189981,.0001394,53.1596,47.6789,87.3519,278.9890,0,C,61722,2,1,-.75867E-5,-.22509E-5,0,0.362,SpaceX-E
STARLINK-32540,2024-196S,2026-01-02T18:53:42.000029,15.30183798,.0001326,53.1587,11.6407,91.4094,252.2473,0,C,61723,2,1,.22805E-3,.67662E-4,0,0.370,SpaceX-E
STARLINK-32528,2024-196T,2026-01-02T18:57:41.999962,15.30195006,.0001181,53.1587,47.7902,92.8281,213.5021,0,C,61724,2,1,-.12051E-4,-.3576E-5,0,0.268,SpaceX-E
STARLINK-32573,2024-196U,2026-01-02T19:00:42.000019,15.30185201,.0001357,53.1601,47.5725,84.7067,337.8129,0,C,61725,2,1,.2286E-3,.67827E-4,0,0.287,SpaceX-E
STARLINK-32478,2024-196V,2026-01-02T19:00:42.000019,15.30189434,.0001395,53.1599,47.4905,87.7157,15.5071,0,C,61726,2,1,.1325E-3,.39315E-4,0,0.387,SpaceX-E
STARLINK-32511,2024-196W,2026-01-02T19:02:42.000029,15.30180204,.0001215,53.1591,47.4133,86.1914,59.5917,0,C,61727,2,1,.5534E-3,.16422E-3,0,0.329,SpaceX-E
STARLINK-32475,2024-196X,2026-01-02T18:53:42.000029,15.30184023,.000123,53.1586,47.3728,88.7531,57.4852,0,C,61728,2,1,.28419E-3,.84323E-4,0,0.311,SpaceX-E
STARLINK-32442,2024-196Y,2026-01-02T19:00:42.000019,15.30190479,.0001569,53.1589,47.3850,83.8057,71.7779,0,C,61729,2,1,.12423E-3,.36864E-4,0,0.328,SpaceX-E
STARLINK-32362,2024-202A,2026-01-02T18:53:42.000029,15.27541066,.0001202,42.9991,238.9410,254.2649,283.3881,0,C,61845,2,1,.94385E-3,.2605E-3,0,0.268,SpaceX-E
STARLINK-32472,2024-202B,2026-01-02T19:00:42.000019,15.27593526,.0001491,42.9992,239.4411,262.8388,82.2923,0,C,61846,2,1,-.97505E-3,-.26911E-3,0,0.436,SpaceX-E
STARLINK-32352,2024-202C,2026-01-02T18:47:42.000000,15.27593121,.0001384,42.9987,238.8950,260.7700,282.2640,0,C,61847,2,1,-.76758E-3,-.21188E-3,0,0.352,SpaceX-E
STARLINK-32427,2024-202D,2026-01-02T18:57:41.999962,15.27589417,.0001314,43.0013,239.0606,264.9181,231.4429,0,C,61848,2,1,-.50938E-3,-.14062E-3,0,0.303,SpaceX-E
STARLINK-32346,2024-202E,2026-01-02T18:54:41.999990,15.27577717,.0001363,43.0018,239.1217,262.3400,201.3524,0,C,61849,2,1,-.45361E-3,-.12519E-3,0,0.395,SpaceX-E
STARLINK-32330,2024-202F,2026-01-02T19:03:41.999990,15.27614603,.0001398,43.0008,249.7756,262.9848,108.7100,0,C,61850,2,1,-.16904E-2,-.46656E-3,0,0.504,SpaceX-E
STARLINK-32379,2024-202G,2026-01-02T18:55:42.000038,15.27578038,.0001297,42.9988,238.8108,266.0527,328.7862,0,C,61851,2,1,-.25619E-4,-.70729E-5,0,0.336,SpaceX-E
STARLINK-32433,2024-202H,2026-01-02T18:56:42.000000,15.27603502,.0001501,43.0017,249.8533,260.8922,62.7825,0,C,61852,2,1,-.10687E-2,-.29503E-3,0,0.364,SpaceX-E
STARLINK-32394,2024-202J,2026-01-02T19:02:42.000029,15.27587155,.0001128,43.0022,249.8632,261.0274,71.4423,0,C,61853,2,1,-.72524E-3,-.20016E-3,0,0.454,SpaceX-E
STARLINK-32486,2024-202K,2026-01-02T18:58:42.000010,15.27587714,.0001729,43.0017,249.9282,271.6048,24.3321,0,C,61854,2,1,-.46536E-3,-.12847E-3,0,0.344,SpaceX-E
STARLINK-32391,2024-202L,2026-01-02T18:59:41.999971,15.27610476,.0001501,43.0011,249.9759,271.8409,6.6668,0,C,61855,2,1,-.11857E-2,-.32736E-3,0,0.516,SpaceX-E
STARLINK-32483,2024-202M,2026-01-02T19:01:41.999981,15.27655474,.0001589,43.0012,250.0216,265.3622,359.5957,0,C,61856,2,1,-.26946E-2,-.74403E-3,0,0.668,SpaceX-E
STARLINK-32451,2024-202N,2026-01-02T18:59:41.999971,15.27591105,.0001492,43.0000,250.1319,270.0851,304.7809,0,C,61857,2,1,-.61532E-3,-.16986E-3,0,0.343,SpaceX-E
STARLINK-32556,2024-202P,2026-01-02T18:55:42.000038,15.27582058,.0001799,43.0006,250.0966,272.3090,308.4930,0,C,61858,2,1,-.36906E-3,-.10188E-3,0,0.325,SpaceX-E
STARLINK-32466,2024-202Q,2026-01-02T18:59:41.999971,15.27591180,.0001504,42.9998,250.1649,267.1640,293.5453,0,C,61859,2,1,-.5778E-3,-.15951E-3,0,0.334,SpaceX-E
STARLINK-32316,2024-202R,2026-01-02T19:00:42.000019,15.27614681,.0001357,43.0006,246.4848,268.9745,24.8725,0,C,61860,2,1,-.16013E-2,-.44199E-3,0,0.562,SpaceX-E
STARLINK-32415,2024-202S,2026-01-02T18:40:42.000010,15.27591229,.0001342,42.9994,250.3365,270.9597,174.6627,0,C,61861,2,1,-.64722E-3,-.17866E-3,0,0.311,SpaceX-E
STARLINK-32393,2024-202T,2026-01-02T19:01:41.999981,15.27589815,.0001494,42.9995,250.2059,259.3726,287.7752,0,C,61862,2,1,-.75588E-3,-.20863E-3,0,0.418,SpaceX-E
STARLINK-32324,2024-202U,2026-01-02T18:56:42.000000,15.27592877,.0001481,42.9989,250.3740,257.4630,206.9016,0,C,61863,2,1,-.94844E-3,-.26176E-3,0,0.398,SpaceX-E
STARLINK-32318,2024-202V,2026-01-02T19:01:41.999981,15.27605006,.0001434,42.9989,250.4392,263.8487,184.2566,0,C,61864,2,1,-.12379E-2,-.34168E-3,0,0.423,SpaceX-E
STARLINK-32401,2024-202W,2026-01-02T19:02:42.000029,15.27600104,.0001306,42.9990,250.4852,266.0461,164.6545,0,C,61865,2,1,-.10091E-2,-.27854E-3,0,0.387,SpaceX-E
STARLINK-32588,2024-202X,2026-01-02T18:55:42.000038,15.27602089,.0001521,42.9989,250.4283,264.6762,174.6313,0,C,61866,2,1,-.1093E-2,-.3017E-3,0,0.410,SpaceX-E
STARLINK-32569,2024-202Y,2026-01-02T18:55:42.000038,15.27595437,.0001345,42.9993,250.5637,265.9242,116.7821,0,C,61867,2,1,-.84158E-3,-.23231E-3,0,0.406,SpaceX-E
STARLINK-11402 [DTC],2024-204A,2026-01-02T19:47:42.000029,15.69746993,.0001395,53.1572,321.3173,79.5092,334.8468,0,C,61874,2,1,-.18652E-3,-.22658E-3,0,0.522,SpaceX-E
STARLINK-11316 [DTC],2024-204B,2026-01-02T19:50:42.000000,15.69690448,.0001096,53.1575,320.6077,87.7332,311.3186,0,C,61875,2,1,.16647E-3,.2021E-3,0,0.383,SpaceX-E
STARLINK-11401 [DTC],2024-204C,2026-01-02T19:49:42.000038,15.77427944,.0002799,53.1515,320.0786,128.8027,161.8515,0,C,61876,2,1,.95263E-3,.16237E-2,0,0.282,SpaceX-E
STARLINK-11321 [DTC],2024-204D,2026-01-02T19:46:41.999981,15.69703319,.0001352,53.1569,321.1861,68.2553,37.7121,0,C,61877,2,1,.9295E-4,.11287E-3,0,0.549,SpaceX-E
STARLINK-11314 [DTC],2024-204E,2026-01-02T19:48:41.999990,15.69710892,.0001264,53.1570,321.1221,81.5392,60.0149,0,C,61878,2,1,.3113E-4,.37801E-4,0,0.489,SpaceX-E
STARLINK-11324 [DTC],2024-204F,2026-01-02T19:46:41.999981,15.69685265,.0001187,53.1569,321.0716,87.8359,73.6230,0,C,61879,2,1,.19742E-3,.23967E-3,0,0.453,SpaceX-E
STARLINK-11328 [DTC],2024-204G,2026-01-02T19:51:41.999962,15.69714002,.0001225,53.1571,320.9975,73.1699,135.6475,0,C,61880,2,1,-.28654E-4,-.34787E-4,0,0.584,SpaceX-E
STARLINK-11329 [DTC],2024-204H,2026-01-02T19:51:41.999962,15.69686494,.0001208,53.1571,320.9405,71.8457,164.7246,0,C,61881,2,1,.17081E-3,.20734E-3,0,0.543,SpaceX-E
STARLINK-11398 [DTC],2024-204J,2026-01-02T19:42:41.999962,15.69711205,.0001096,53.1569,320.9145,83.9403,145.0048,0,C,61882,2,1,.25678E-4,.31179E-4,0,0.449,SpaceX-E
STARLINK-11383 [DTC],2024-204K,2026-01-02T19:46:41.999981,15.69705333,.0001235,53.1573,320.7863,68.7466,231.3890,0,C,61883,2,1,.59119E-4,.7178E-4,0,0.535,SpaceX-E
STARLINK-11359 [DTC],2024-204L,2026-01-02T19:48:41.999990,15.69705794,.000112,53.1570,320.8367,90.3193,189.9280,0,C,61884,2,1,.47116E-4,.57204E-4,0,0.434,SpaceX-E
STARLINK-11301 [DTC],2024-204M,2026-01-02T19:49:42.000038,15.69727561,.000121,53.1571,320.7186,75.9423,263.6788,0,C,61885,2,1,-.10409E-3,-.12639E-3,0,0.477,SpaceX-E
STARLINK-11351 [DTC],2024-204N,2026-01-02T19:48:41.999990,15.69688432,.0001148,53.1572,320.6647,99.8555,263.6125,0,C,61886,2,1,.18043E-3,.21905E-3,0,0.527,SpaceX-E
STARLINK-32410,2024-204P,2026-01-02T18:59:41.999971,15.30190649,.0001263,53.1579,73.1244,83.6474,108.3144,0,C,61887,2,1,.40362E-4,.11976E-4,0,0.339,SpaceX-E
STARLINK-32377,2024-204Q,2026-01-02T19:01:41.999981,15.30189127,.0001241,53.1579,73.0342,84.3928,155.9423,0,C,61888,2,1,.10256E-3,.3043E-4,0,0.361,SpaceX-E
STARLINK-32292,2024-204R,2026-01-02T19:01:41.999981,15.30176259,.0001019,53.1582,73.2159,82.3748,64.9019,0,C,61889,2,1,.64475E-3,.19132E-3,0,0.284,SpaceX-E
STARLINK-32501,2024-204S,2026-01-02T18:57:41.999962,15.30181826,.0001217,53.1595,73.4000,86.7218,317.9980,0,C,61890,2,1,.32431E-3,.96223E-4,0,0.374,SpaceX-E
STARLINK-32383,2024-204T,2026-01-02T18:56:42.000000,15.30184861,.0001358,53.1591,73.3322,86.4430,349.3433,0,C,61891,2,1,.29495E-3,.87519E-4,0,0.298,SpaceX-E
STARLINK-32239,2024-204U,2026-01-02T19:02:42.000029,15.30229240,.0001239,53.1597,73.4673,92.5005,290.6433,0,C,61892,2,1,-.1482E-2,-.43963E-3,0,0.613,SpaceX-E
STARLINK-32489,2024-204V,2026-01-02T18:58:42.000010,15.30188670,.0001286,53.1582,72.9416,82.2061,198.9969,0,C,61893,2,1,.2015E-3,.59792E-4,0,0.368,SpaceX-E
STARLINK-32303,2024-207A,2026-01-02T18:57:41.999962,15.27619115,.0001416,43.0028,293.8646,264.2865,113.9508,0,C,61912,2,1,-.1586E-2,-.43784E-3,0,0.683,SpaceX-E
STARLINK-32434,2024-207B,2026-01-02T19:02:42.000029,15.27611340,.0001305,43.0003,294.2071,258.1171,350.6545,0,C,61913,2,1,-.12549E-2,-.34645E-3,0,0.634,SpaceX-E
STARLINK-32460,2024-207C,2026-01-02T18:59:41.999971,15.27512753,.0001631,43.0008,293.4817,258.6992,282.8066,0,C,61914,2,1,.17953E-2,.49541E-3,0,0.260,SpaceX-E
STARLINK-32559,2024-207D,2026-01-02T18:54:41.999990,15.27560441,.0001334,43.0014,293.6887,273.0861,171.5039,0,C,61915,2,1,.11865E-3,.32742E-4,0,0.435,SpaceX-E
STARLINK-32541,2024-207E,2026-01-02T18:56:42.000000,15.27631917,.0001615,43.0022,297.6430,261.8015,340.8365,0,C,61916,2,1,-.18775E-2,-.51838E-3,0,0.748,SpaceX-E
STARLINK-32544,2024-207F,2026-01-02T18:57:41.999962,15.27616045,.0001583,43.0020,293.7783,267.1348,146.4711,0,C,61917,2,1,-.15389E-2,-.42483E-3,0,0.670,SpaceX-E
STARLINK-32555,2024-207G,2026-01-02T19:03:41.999990,15.27617079,.0001417,43.0005,297.7702,265.1286,300.6076,0,C,61918,2,1,-.14261E-2,-.39374E-3,0,0.672,SpaceX-E
STARLINK-32547,2024-207H,2026-01-02T18:58:42.000010,15.27658071,.00013,43.0009,293.5023,264.6461,265.9157,0,C,61919,2,1,-.23501E-2,-.64914E-3,0,0.775,SpaceX-E
STARLINK-32616,2024-207J,2026-01-02T18:57:41.999962,15.27603052,.0001302,43.0032,293.9637,264.0972,71.6594,0,C,61920,2,1,-.98048E-3,-.27068E-3,0,0.558,SpaceX-E
STARLINK-32605,2024-207K,2026-01-02T18:51:42.000019,15.27631727,.0001347,43.0017,293.7496,274.3119,137.5566,0,C,61921,2,1,-.17265E-2,-.47676E-3,0,0.701,SpaceX-E
STARLINK-32579,2024-207L,2026-01-02T18:58:42.000010,15.27619379,.0001462,43.0032,297.5835,267.5249,3.9937,0,C,61922,2,1,-.15055E-2,-.41564E-3,0,0.688,SpaceX-E
STARLINK-32537,2024-207M,2026-01-02T18:59:41.999971,15.27508237,.0001739,43.0006,297.8177,261.0848,275.2240,0,C,61923,2,1,.17652E-2,.48703E-3,0,0.273,SpaceX-E
STARLINK-32564,2024-207N,2026-01-02T19:00:42.000019,15.27612247,.0001694,43.0009,297.7292,256.4771,319.0146,0,C,61924,2,1,-.12833E-2,-.3543E-3,0,0.652,SpaceX-E
